id,text,label,category
181,Bilgilendirme: kultur_sanat hizmetine ilişkin başvurunuz alınmış olup değerlendirme süreci devam etmektedir.,benign,kultur_sanat
182,Resmi duyuru: saglik kapsamında ilettiğiniz talep kayıt altına alınmıştır.,benign,saglik
183,siyaset işleminiz başarıyla tamamlanmıştır. Detaylar resmi uygulamada görüntülenebilir.,benign,siyaset
184,spor hizmetine ilişkin bilgilendirme mesajıdır. Süreç planlandığı şekilde devam etmektedir.,benign,spor
185,teknoloji başvurunuz sistemimizde güncellenmiştir.,benign,teknoloji
186,kargo hizmetine ait bilgilendirme kaydı oluşturulmuştur.,benign,kargo
187,ekonomi kapsamında iletilen talebiniz işleme alınmıştır.,benign,ekonomi
188,kultur_sanat işlemi için oluşturduğunuz kayıt başarıyla doğrulanmıştır.,benign,kultur_sanat
189,saglik hizmetine ait süreç tamamlanmıştır.,benign,saglik
190,siyaset bildiriminiz tarafımıza ulaşmıştır ve kayıt altına alınmıştır.,benign,siyaset
191,Bilgilendirme: spor hizmetine ilişkin başvurunuz alınmış olup değerlendirme süreci devam etmektedir.,benign,spor
192,Resmi duyuru: teknoloji kapsamında ilettiğiniz talep kayıt altına alınmıştır.,benign,teknoloji
193,kargo işleminiz başarıyla tamamlanmıştır. Detaylar resmi uygulamada görüntülenebilir.,benign,kargo
194,ekonomi hizmetine ilişkin bilgilendirme mesajıdır. Süreç planlandığı şekilde devam etmektedir.,benign,ekonomi
195,kultur_sanat başvurunuz sistemimizde güncellenmiştir.,benign,kultur_sanat
196,saglik hizmetine ait bilgilendirme kaydı oluşturulmuştur.,benign,saglik
197,siyaset kapsamında iletilen talebiniz işleme alınmıştır.,benign,siyaset
198,spor işlemi için oluşturduğunuz kayıt başarıyla doğrulanmıştır.,benign,spor
199,teknoloji hizmetine ait süreç tamamlanmıştır.,benign,teknoloji
200,kargo bildiriminiz tarafımıza ulaşmıştır ve kayıt altına alınmıştır.,benign,kargo
201,Bilgilendirme: ekonomi hizmetine ilişkin başvurunuz alınmış olup değerlendirme süreci devam etmektedir.,benign,ekonomi
202,Resmi duyuru: kultur_sanat kapsamında ilettiğiniz talep kayıt altına alınmıştır.,benign,kultur_sanat
203,saglik işleminiz başarıyla tamamlanmıştır. Detaylar resmi uygulamada görüntülenebilir.,benign,saglik
204,siyaset hizmetine ilişkin bilgilendirme mesajıdır. Süreç planlandığı şekilde devam etmektedir.,benign,siyaset
205,spor başvurunuz sistemimizde güncellenmiştir.,benign,spor
206,teknoloji hizmetine ait bilgilendirme kaydı oluşturulmuştur.,benign,teknoloji
207,kargo kapsamında iletilen talebiniz işleme alınmıştır.,benign,kargo
208,ekonomi işlemi için oluşturduğunuz kayıt başarıyla doğrulanmıştır.,benign,ekonomi
209,kultur_sanat hizmetine ait süreç tamamlanmıştır.,benign,kultur_sanat
210,saglik bildiriminiz tarafımıza ulaşmıştır ve kayıt altına alınmıştır.,benign,saglik
211,Bilgilendirme: siyaset hizmetine ilişkin başvurunuz alınmış olup değerlendirme süreci devam etmektedir.,benign,siyaset
212,Resmi duyuru: spor kapsamında ilettiğiniz talep kayıt altına alınmıştır.,benign,spor
213,teknoloji işleminiz başarıyla tamamlanmıştır. Detaylar resmi uygulamada görüntülenebilir.,benign,teknoloji
214,kargo hizmetine ilişkin bilgilendirme mesajıdır. Süreç planlandığı şekilde devam etmektedir.,benign,kargo
215,ekonomi başvurunuz sistemimizde güncellenmiştir.,benign,ekonomi
216,kultur_sanat hizmetine ait bilgilendirme kaydı oluşturulmuştur.,benign,kultur_sanat
217,saglik kapsamında iletilen talebiniz işleme alınmıştır.,benign,saglik
218,siyaset işlemi için oluşturduğunuz kayıt başarıyla doğrulanmıştır.,benign,siyaset
219,spor hizmetine ait süreç tamamlanmıştır.,benign,spor
220,teknoloji bildiriminiz tarafımıza ulaşmıştır ve kayıt altına alınmıştır.,benign,teknoloji
221,Bilgilendirme: kargo hizmetine ilişkin başvurunuz alınmış olup değerlendirme süreci devam etmektedir.,benign,kargo
222,Resmi duyuru: ekonomi kapsamında ilettiğiniz talep kayıt altına alınmıştır.,benign,ekonomi
223,kultur_sanat işleminiz başarıyla tamamlanmıştır. Detaylar resmi uygulamada görüntülenebilir.,benign,kultur_sanat
224,saglik hizmetine ilişkin bilgilendirme mesajıdır. Süreç planlandığı şekilde devam etmektedir.,benign,saglik
225,siyaset başvurunuz sistemimizde güncellenmiştir.,benign,siyaset
226,spor hizmetine ait bilgilendirme kaydı oluşturulmuştur.,benign,spor
227,teknoloji kapsamında iletilen talebiniz işleme alınmıştır.,benign,teknoloji
228,kargo işlemi için oluşturduğunuz kayıt başarıyla doğrulanmıştır.,benign,kargo
229,ekonomi hizmetine ait süreç tamamlanmıştır.,benign,ekonomi
230,kultur_sanat bildiriminiz tarafımıza ulaşmıştır ve kayıt altına alınmıştır.,benign,kultur_sanat
231,Bilgilendirme: saglik hizmetine ilişkin başvurunuz alınmış olup değerlendirme süreci devam etmektedir.,benign,saglik
232,Resmi duyuru: siyaset kapsamında ilettiğiniz talep kayıt altına alınmıştır.,benign,siyaset
233,spor işleminiz başarıyla tamamlanmıştır. Detaylar resmi uygulamada görüntülenebilir.,benign,spor
234,teknoloji hizmetine ilişkin bilgilendirme mesajıdır. Süreç planlandığı şekilde devam etmektedir.,benign,teknoloji
235,kargo başvurunuz sistemimizde güncellenmiştir.,benign,kargo
236,ekonomi hizmetine ait bilgilendirme kaydı oluşturulmuştur.,benign,ekonomi
237,kultur_sanat kapsamında iletilen talebiniz işleme alınmıştır.,benign,kultur_sanat
238,saglik işlemi için oluşturduğunuz kayıt başarıyla doğrulanmıştır.,benign,saglik
239,siyaset hizmetine ait süreç tamamlanmıştır.,benign,siyaset
240,spor bildiriminiz tarafımıza ulaşmıştır ve kayıt altına alınmıştır.,benign,spor
241,Bilgilendirme: teknoloji hizmetine ilişkin başvurunuz alınmış olup değerlendirme süreci devam etmektedir.,benign,teknoloji
242,Resmi duyuru: kargo kapsamında ilettiğiniz talep kayıt altına alınmıştır.,benign,kargo
243,ekonomi işleminiz başarıyla tamamlanmıştır. Detaylar resmi uygulamada görüntülenebilir.,benign,ekonomi
244,kultur_sanat hizmetine ilişkin bilgilendirme mesajıdır. Süreç planlandığı şekilde devam etmektedir.,benign,kultur_sanat
245,saglik başvurunuz sistemimizde güncellenmiştir.,benign,saglik
246,siyaset hizmetine ait bilgilendirme kaydı oluşturulmuştur.,benign,siyaset
247,spor kapsamında iletilen talebiniz işleme alınmıştır.,benign,spor
248,teknoloji işlemi için oluşturduğunuz kayıt başarıyla doğrulanmıştır.,benign,teknoloji
249,kargo hizmetine ait süreç tamamlanmıştır.,benign,kargo
250,ekonomi bildiriminiz tarafımıza ulaşmıştır ve kayıt altına alınmıştır.,benign,ekonomi
